Name,Program,Notes,Don't show on website,Start,End,Site,Estimated Cost,Total Service Hours,Total Prep Hours (entered in minutes),Num Participants,Map,Program Name,Description,Pictures,Age Group,Female,Male,Summary of Event,Staffed By,Num Caucasian,Num Hispanic,Num Asian,Num African American,Num Age: k-5,Num Age: 6-8,Num Age: 9-12,Num Age: Adult,Num Other/Prefer not to say,Address,Adults
Jul 23rd Mon 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"July 23, 2018 4:30pm","July 23, 2018 6:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,1:00,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Jul 24th Tue 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"July 24, 2018 10:00am","July 24, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Jul 25th Wed 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"July 25, 2018 10:00am","July 25, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Jul 25th Wed 1:30 PM to 2:30 PM ASCII Art,ASCII Art,,,"July 25, 2018 1:30pm","July 25, 2018 2:30pm",Young Neighborhood Library,,1:00,,7,"https://maps.google.com/maps?hl=en&q=Young+Neighborhood+Library+5107+Griggs+Rd.,++Houston+TX+77021",Coding and the Arts,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.",CIdWGtFWwAAlBu5.png (https://dl.airtable.com/RcgC2gLTke20hey0EkQG_CIdWGtFWwAAlBu5.png),"9th-12, 6th-8th",3,4,,,,2,,5,5,2,,,,"5107 Griggs Rd., 
Houston TX
77021",
Jul 25th Wed 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"July 25, 2018 4:30pm","July 25, 2018 6:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,1:00,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Jul 26th Thu 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"July 26, 2018 10:00am","July 26, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Jul 27th Fri 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"July 27, 2018 10:00am","July 27, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Jul 30th Mon 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"July 30, 2018 10:00am","July 30, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Jul 30th Mon 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"July 30, 2018 4:30pm","July 30, 2018 6:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,1:00,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Jul 31st Tue 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"July 31, 2018 10:00am","July 31, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Aug 1st Wed 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"August 1, 2018 10:00am","August 1, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Aug 1st Wed 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"August 1, 2018 4:30pm","August 1, 2018 6:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,1:00,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Aug 2nd Thu 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"August 2, 2018 10:00am","August 2, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Aug 3rd Fri 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"August 3, 2018 10:00am","August 3, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Aug 6th Mon 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"August 6, 2018 10:00am","August 6, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Aug 6th Mon 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"August 6, 2018 4:30pm","August 6, 2018 6:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,1:00,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Aug 7th Tue 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"August 7, 2018 10:00am","August 7, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Aug 8th Wed 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"August 8, 2018 10:00am","August 8, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Aug 9th Thu 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"August 9, 2018 10:00am","August 9, 2018 2:00pm",FabLab Houston,,4:00,3:00,,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Sep 6th Thu 4:30 PM to 6:00 PM Beyond the Banana MakeyMakey PD,Beyond the Banana MakeyMakey PD,,,"September 6, 2018 4:30pm","September 6, 2018 6:00pm",FabLab Houston,,1:30,,24,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",The Ripple Effect,,,adult,,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",checked
Sep 15th Sat 9:00 AM to 4:00 PM Robot Expo with Black Girls Code,Robot Expo with Black Girls Code,,,"September 15, 2018 9:00am","September 15, 2018 4:00pm",Houston Community College - Southeast Campus,,7:00,5:00,69,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+Southeast+Campus+6815+Rustic+St,++Houston+TX+77087",The Ripple Effect,,,"6th-8th, k-5th, 9th-12",,,,,,,,,,,,,,"6815 Rustic St, 
Houston TX
77087",
Sep 18th Tue 10:30 AM to 12:00 PM Intro to Python with Minecraft ,Intro to Python with Minecraft ,,,"September 18, 2018 10:30am","September 18, 2018 12:00pm",FabLab Houston,,1:30,3:00,9,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Coding and the Arts,"This class is an introduction to coding for students aged 12-18 using Minecraft: Pi Edition and Python. With Coding in Minecraft, students will learn real world programming skills through guided lessons, creating their own in-game content along the way.","_J2B7299.jpg (https://dl.airtable.com/0FQB0Hi3Tyam2TNihv8C__J2B7299.jpg), Minecraft-Castle-Banner.jpg (https://dl.airtable.com/hQKFwyClT9ynQhSH9TTB_Minecraft-Castle-Banner.jpg)","9th-12, 6th-8th",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
Sep 22nd Sat 10:00 AM to 4:00 PM Mentorship at Inventathon,Mentorship at Inventathon,,,"September 22, 2018 10:00am","September 23, 2018 4:00pm",Houston Community College - Stafford Campus,,30:00,3:00,60,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+Stafford+Campus+13622+Stafford+Rd,++Houston+TX+77477",Invent to Learn,,,"6th-8th, 9th-12, adult",,,,,,,,,,,,,,"13622 Stafford Rd, 
Houston TX
77477",
Oct 8th Mon 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 8, 2018 4:30pm","October 8, 2018 6:00pm",Gallegos Elementary School,,1:30,,21,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Oct 8th Mon 5:00 PM to 7:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 8, 2018 5:00pm","October 8, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,7,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Oct 10th Wed 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 10, 2018 4:30pm","October 10, 2018 6:00pm",Gallegos Elementary School,,1:30,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Oct 10th Wed 5:00 PM to 7:00 PM Creative Coding - Friends,Creative Coding - Friends,,,"October 10, 2018 5:00pm","October 10, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,3,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!",Image Copied on 2018-10-04 at 14.51.00 PM.png (https://dl.airtable.com/hfiNcc0SoOu249WXvM7Q_Image%20Copied%20on%202018-10-04%20at%2014.51.00%20PM.png),6th-8th,,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Oct 13th Sat 10:00 AM to 3:00 PM Youth Hackathon,Youth Hackathon,,,"October 13, 2018 10:00am","October 14, 2018 3:00pm",George R Brown Convention Center,,29:00,,80,"https://maps.google.com/maps?hl=en&q=George+R+Brown+Convention+Center+1001+Avenida+De+Las+Americas,++Houston+TX+77010",Invent to Learn,"How might we improve our community with the makers movement? Young makers form teams to learn maker skills then work together to tackle real-world problems such as air quality monitoring, information security, and animal rescue.",Young-Coders-Hackathon.png (https://dl.airtable.com/AnhW9RQ96QelmlNNOGQH_Young-Coders-Hackathon.png),"6th-8th, 9th-12",,,,,,,,,,,,,,"1001 Avenida De Las Americas, 
Houston TX
77010",
Oct 15th Mon 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 15, 2018 4:00pm","October 15, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Oct 15th Mon 5:00 PM to 7:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 15, 2018 5:00pm","October 15, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Oct 17th Wed 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 17, 2018 4:00pm","October 17, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Oct 17th Wed 5:00 PM to 7:00 PM Creative Coding - Friends,Creative Coding - Friends,,,"October 17, 2018 5:00pm","October 17, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!",Image Copied on 2018-10-04 at 14.51.00 PM.png (https://dl.airtable.com/hfiNcc0SoOu249WXvM7Q_Image%20Copied%20on%202018-10-04%20at%2014.51.00%20PM.png),6th-8th,,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Oct 19th Fri 9:00 AM to 2:00 PM Invent to Learn at IDEAS Academy,Invent to Learn at IDEAS Academy,,,"October 19, 2018 9:00am","October 19, 2018 2:00pm",Houston Community College - West Houston Institute,,5:00,,26,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Houston+Institute+2811+Hayes+Rd,++Houston+TX+77082",Invent to Learn,The Invent to Learn program at HCC West Houston Institute builds the creative and maker capacity of students in IDEAS Academy.  Students are empowered to imagine innovative solutions based on their intent and purpose through project-based learning.,My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),9th-12,,,,,,,,,,,,,,"2811 Hayes Rd, 
Houston TX
77082",
Oct 22nd Mon 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 22, 2018 4:00pm","October 22, 2018 6:00pm",Gallegos Elementary School,,2:00,,,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Oct 22nd Mon 5:00 PM to 7:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 22, 2018 5:00pm","October 22, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Oct 23rd Tue 4:00 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"October 23, 2018 4:00pm","October 23, 2018 6:00pm",Gallegos Elementary School,,2:00,,18,"https://maps.google.com/maps?hl=en&q=Gallegos+Elementary+School+7415+Harrisburg+Blvd,++Houston+TX+77011",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"7415 Harrisburg Blvd, 
Houston TX
77011",
Oct 24th Wed 5:00 PM to 7:00 PM Creative Coding - Friends,Creative Coding - Friends,,,"October 24, 2018 5:00pm","October 24, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,2:00,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!",Image Copied on 2018-10-04 at 14.51.00 PM.png (https://dl.airtable.com/hfiNcc0SoOu249WXvM7Q_Image%20Copied%20on%202018-10-04%20at%2014.51.00%20PM.png),6th-8th,,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
